,Unnamed: 0,categorie,charges_annuelles,copropriete_en_difficulte,date_de_construction,etage,mode_chauffage,nature_chauffage,nb_etages,nb_lots,postal_code,price,surface,Unnamed: 0,mode_chauffage,nb_chambres,nb_piece
1190,1190,Ancien,2496 €,non,1965.0,2,Individuel,Gaz,4.0,74.0,le-plessis-trevise-94420,"
                                                                            289 000 €
                                                                    ",110 m²,1190,Individuel,4.0,6.0
1191,1191,Ancien,1296 €,non,2005.0,3,Individuel,Electrique,6.0,35.0,alfortville-94140,"
                                                                            299 000 €
                                                                    ",68.12 m²,1191,Individuel,2.0,3.0
1192,1192,Ancien,1248 €,non,1920.0,RDC,Individuel,Gaz,5.0,11.0,saint-mande-94160,"
                                                                            300 000 €
                                                                    ",58 m²,1192,Individuel,2.0,2.0
1193,1193,Récent,1284 €,non,1997.0,1,Individuel,Electrique,6.0,12.0,charenton-le-pont-94220,"
                                                                            318 930 €
                                                                    ",40.12 m²,1193,Individuel,1.0,2.0
1194,1194,Ancien,1248 €,non,1930.0,3,Individuel,Gaz,4.0,25.0,vincennes-94300,"
                                                                            329 000 €
                                                                    ",42.24 m²,1194,Individuel,1.0,2.0
1195,1195,,900 €,non,2017.0,2,Individuel,Electrique,4.0,40.0,alfortville-94140,"
                                                                            330 000 €
                                                                    ",60 m²,1195,Individuel,2.0,3.0
1196,1196,Récent,3240 €,non,1970.0,4,Collectif,Urbain,4.0,100.0,creteil-94000,"
                                                                            337 000 €
                                                                    ",97 m²,1196,Collectif,3.0,4.0
1197,1197,Ancien,2520 €,non,1970.0,2,Individuel,Electrique,4.0,24.0,saint-maur-des-fosses-94100,"
                                                                            350 000 €
                                                                    ",65 m²,1197,Individuel,2.0,3.0
1198,1198,Ancien,3000 €,non,1960.0,4,Collectif,Gaz,3.0,35.0,saint-maur-des-fosses-94100,"
                                                                            350 000 €
                                                                    ",72 m²,1198,Collectif,2.0,3.0
1199,1199,Ancien,300 €,non,1965.0,2,Individuel,Gaz,2.0,3.0,joinville-le-pont-94340,"
                                                                            350 000 €
                                                                    ",68.72 m²,1199,Individuel,2.0,3.0
1200,1200,Ancien,3960 €,non,1996.0,4,Collectif,Géothermie,4.0,,fresnes-94260,"
                                                                            350 000 €
                                                                    ",94 m²,1200,Collectif,3.0,4.0
1201,1201,Récent,1128 €,non,2007.0,1,Individuel,Electrique,5.0,100.0,alfortville-94140,"
                                                                            351 000 €
                                                                    ",68.5 m²,1201,Individuel,2.0,3.0
1202,1202,Ancien,3744 €,non,1960.0,1,Collectif,,6.0,603.0,l-hay-les-roses-94240,"
                                                                            359 000 €
                                                                    ",82 m²,1202,Collectif,2.0,3.0
1203,1203,Ancien,2940 €,non,1963.0,RDC,Collectif,Gaz,3.0,14.0,saint-maur-des-fosses-94210,"
                                                                            360 000 €
                                                                    ",60.45 m²,1203,Collectif,2.0,3.0
